accident_reference,date_of_collision,time_of_collision,collision_severity,easting,northing,first_road_class,second_road_class,division,local_authority,cycle_involved
0922662,23-Jan-20,7:15:00 AM,Slight,289384,664255,B,B,Lanarkshire,North Lanarkshire,
0922664,22-Jan-20,5:00:00 PM,Serious,258373,660601,B,Unclass,Greater Glasgow,Glasgow City,
0922665,23-Jan-20,12:35:00 PM,Slight,266768,664934,Unclassified,Unclass,Greater Glasgow,Glasgow City,
0922727,23-Jan-20,3:30:00 PM,Slight,347455,718232,A,Unclass,Fife,Fife,
0922740,22-Jan-20,2:10:00 PM,Slight,310189,725596,Unclassified,A,Tayside,Perth & Kinross,
0922741,23-Jan-20,6:10:00 PM,Serious,316980,690875,A,A,Fife,Fife,
0922743,23-Jan-20,5:15:00 PM,Serious,309522,661993,A,#NULL!,The Lothians and Scottish Borders,West Lothian,Involving at least 1 x Pedal Cycle
0922745,23-Jan-20,5:50:00 PM,Serious,244768,640277,A,#NULL!,Ayrshire,East Ayrshire,
0922748,23-Jan-20,4:30:00 PM,Serious,206489,727356,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
0922754,23-Jan-20,6:30:00 PM,Serious,249946,666890,Unclassified,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0922757,23-Jan-20,8:32:00 PM,Serious,241327,661545,B,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0922764,23-Jan-20,7:04:00 PM,Slight,371516,758270,Unclassified,Unclass,Tayside,Angus,
0922768,23-Jan-20,3:30:00 PM,Slight,309943,688356,Unclassified,Unclass,Fife,Fife,
0922783,24-Jan-20,6:00:00 AM,Slight,248194,668708,A,A,Renfrewshire and Inverclyde,Renfrewshire,
0922793,20-Jan-20,6:13:00 PM,Slight,248510,635499,A,#NULL!,Ayrshire,East Ayrshire,
0922958,21-Jan-20,9:40:00 AM,Serious,393208,805783,Unclassified,A,North East,Aberdeen City,
0922961,24-Jan-20,7:36:00 AM,Slight,331255,672493,A,A,Edinburgh,City of Edinburgh,
0922966,23-Jan-20,5:30:00 PM,Slight,324288,670163,A,#NULL!,Edinburgh,City of Edinburgh,
0923028,22-Jan-20,2:15:00 PM,Slight,262156,660432,A,#NULL!,Lanarkshire,South Lanarkshire,
0923062,19-Jan-20,2:15:00 PM,Slight,264757,653611,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
0923073,21-Jan-20,9:35:00 AM,Slight,360358,759365,A,#NULL!,Tayside,Angus,
0923100,20-Jan-20,5:50:00 PM,Slight,326928,674547,Unclassified,#NULL!,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0923104,24-Jan-20,3:15:00 PM,Slight,250455,658131,Unclassified,#NULL!,Greater Glasgow,East Renfrewshire,
0923128,24-Jan-20,3:00:00 PM,Serious,325221,670963,Unclassified,#NULL!,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0923133,24-Jan-20,6:50:00 PM,Serious,225249,642175,A,Unclass,Ayrshire,North Ayrshire,Involving at least 1 x Pedal Cycle
0923150,18-Jan-20,11:45:00 AM,Serious,227739,676536,A,Unclass,Renfrewshire and Inverclyde,Inverclyde,Involving at least 1 x Pedal Cycle
0923161,24-Jan-20,5:30:00 PM,Serious,291351,678638,B,#NULL!,Forth Valley,Falkirk,
0923165,24-Jan-20,9:20:00 PM,Serious,276389,647363,A,#NULL!,Lanarkshire,South Lanarkshire,
0923173,24-Jan-20,11:47:00 PM,Serious,320296,676977,Unclassified,Unclass,Edinburgh,City of Edinburgh,
0923180,21-Jan-20,2:05:00 PM,Slight,346002,731313,Unclassified,#NULL!,Tayside,Dundee City,
0923262,16-Jan-20,2:15:00 PM,Slight,320403,668687,A,#NULL!,Edinburgh,City of Edinburgh,
0923264,24-Jan-20,3:35:00 PM,Slight,324822,673076,A,A,Edinburgh,City of Edinburgh,
0923294,24-Jan-20,4:25:00 PM,Slight,327653,690013,A,B,Fife,Fife,
0923304,24-Jan-20,3:50:00 PM,Serious,259435,666051,Unclassified,A,Greater Glasgow,Glasgow City,
0923332,24-Jan-20,6:45:00 PM,Slight,248472,668628,A,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0923336,25-Jan-20,9:05:00 PM,Slight,270578,656082,Unclassified,A,Lanarkshire,South Lanarkshire,
0923355,22-Jan-20,6:00:00 PM,Slight,258453,663425,Unclassified,#NULL!,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
0923365,24-Jan-20,12:45:00 PM,Slight,308455,672316,Unclassified,Unclass,The Lothians and Scottish Borders,West Lothian,
0923440,26-Jan-20,5:41:00 PM,Serious,281826,765781,A,#NULL!,Tayside,Perth & Kinross,
0923443,21-Jan-20,7:34:00 AM,Slight,308206,722781,A,A(M),Tayside,Perth & Kinross,
0923446,26-Jan-20,5:06:00 PM,Slight,392596,807792,Unclassified,#NULL!,North East,Aberdeen City,
0923447,26-Jan-20,6:30:00 PM,Slight,255485,664115,B,Motorway,Greater Glasgow,Glasgow City,
0923497,24-Jan-20,9:38:00 PM,Slight,326091,676338,A,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0923662,23-Jan-20,11:40:00 AM,Slight,321416,671813,Unclassified,Unclass,Edinburgh,City of Edinburgh,
0923750,27-Jan-20,12:10:00 PM,Slight,247033,664305,Unclassified,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0923770,23-Jan-20,1:12:00 PM,Slight,269598,652551,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
0923776,27-Jan-20,9:50:00 AM,Serious,354215,710054,B,#NULL!,Fife,Fife,Involving at least 1 x Pedal Cycle
0923790,18-Jan-20,10:01:00 AM,Slight,339971,672939,A,Unclass,The Lothians and Scottish Borders,East Lothian,
0923805,26-Jan-20,11:55:00 AM,Slight,329045,673331,A,Unclass,Edinburgh,City of Edinburgh,
0923824,27-Jan-20,11:00:00 AM,Serious,323892,661301,A,Unclass,The Lothians and Scottish Borders,Midlothian,
0923855,27-Jan-20,5:05:00 PM,Slight,324553,667785,A,#NULL!,Edinburgh,City of Edinburgh,
0923861,27-Jan-20,2:00:00 PM,Slight,255643,665573,Unclassified,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
0923864,25-Jan-20,7:00:00 PM,Serious,339992,758305,B,#NULL!,Tayside,Angus,
0923868,27-Jan-20,2:40:00 PM,Slight,339541,732106,B,Unclass,Tayside,Dundee City,
0923870,27-Jan-20,5:05:00 PM,Slight,249507,664125,A,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
0923872,27-Jan-20,5:30:00 PM,Serious,263974,638888,A,Unclass,Lanarkshire,South Lanarkshire,
0923875,27-Jan-20,3:26:00 PM,Serious,276531,668430,A,#NULL!,Lanarkshire,North Lanarkshire,
0923878,24-Jan-20,4:21:00 PM,Slight,294387,654171,A,#NULL!,Lanarkshire,South Lanarkshire,
0923886,27-Jan-20,5:30:00 PM,Slight,243400,664340,Unclassified,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0923892,24-Jan-20,1:50:00 PM,Slight,295038,677617,A,Unclass,Forth Valley,Falkirk,
0923943,25-Jan-20,12:35:00 PM,Slight,258971,667262,Unclassified,Unclass,Greater Glasgow,Glasgow City,
0924033,10-Jan-20,10:15:00 AM,Slight,326613,673865,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0924156,25-Jan-20,6:15:00 AM,Fatal,321766,865384,A,#NULL!,North East,Moray,
0924163,21-Jan-20,10:35:00 AM,Slight,272710,663304,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
0924175,27-Jan-20,6:45:00 PM,Slight,254854,621904,Unclassified,#NULL!,Ayrshire,East Ayrshire,
0924188,28-Jan-20,8:30:00 AM,Slight,341022,740984,A,#NULL!,Tayside,Angus,
0924348,09-Jan-20,7:16:00 PM,Serious,309823,687698,A,#NULL!,Fife,Fife,
0924386,26-Jan-20,4:15:00 AM,Fatal,172438,670321,B,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
0924388,26-Jan-20,12:50:00 PM,Slight,295515,673538,A,Unclass,The Lothians and Scottish Borders,West Lothian,
0924414,27-Jan-20,3:00:00 PM,Slight,337942,700502,A,B,Fife,Fife,Involving at least 1 x Pedal Cycle
0924415,12-Jan-20,12:15:00 AM,Slight,343065,1012547,A,#NULL!,Highland and Islands,Orkney Islands,
0924420,28-Jan-20,6:00:00 PM,Fatal,248096,671833,Unclassified,#NULL!,Argyll and West Dunbartonshire,West Dunbartonshire,
0924422,28-Jan-20,5:20:00 PM,Slight,367565,755863,A,Unclass,Tayside,Angus,
0924432,28-Jan-20,10:08:00 PM,Slight,234894,673964,A,Unclass,Renfrewshire and Inverclyde,Inverclyde,
0924434,24-Jan-20,2:32:00 PM,Slight,298078,676975,B,#NULL!,Forth Valley,Falkirk,
0924435,22-Jan-20,2:10:00 PM,Serious,390516,793299,Unclassified,#NULL!,North East,Aberdeenshire,
0924533,27-Jan-20,2:30:00 PM,Slight,264562,664157,A,#NULL!,Greater Glasgow,Glasgow City,
0924726,28-Jan-20,12:59:00 PM,Slight,325812,674562,Unclassified,B,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0924735,29-Jan-20,9:35:00 AM,Slight,325182,666484,A,#NULL!,The Lothians and Scottish Borders,Midlothian,
0924787,29-Jan-20,12:20:00 PM,Slight,264776,673951,A,#NULL!,Greater Glasgow,East Dunbartonshire,
0924852,29-Jan-20,1:45:00 PM,Slight,283264,653380,B,A,Lanarkshire,South Lanarkshire,
0924867,29-Jan-20,1:50:00 PM,Slight,341351,671610,B,#NULL!,The Lothians and Scottish Borders,East Lothian,
0924868,29-Jan-20,4:15:00 PM,Serious,271699,653737,A,#NULL!,Lanarkshire,South Lanarkshire,
0924887,29-Jan-20,7:00:00 PM,Serious,284701,663072,B,#NULL!,Lanarkshire,North Lanarkshire,
0924899,29-Jan-20,7:38:00 PM,Serious,302052,848699,Unclassified,#NULL!,North East,Moray,
0924911,29-Jan-20,9:59:00 PM,Serious,271642,678083,A,#NULL!,Lanarkshire,North Lanarkshire,
0924918,27-Jan-20,2:00:00 PM,Slight,206218,560111,A,Unclass,Dumfries and Galloway,Dumfries & Galloway,Involving at least 1 x Pedal Cycle
0924926,04-Jan-20,3:57:00 PM,Slight,393506,809855,Unclassified,Unclass,North East,Aberdeen City,
0925044,30-Jan-20,8:25:00 AM,Slight,285636,695481,B,#NULL!,Forth Valley,Clackmannanshire,
0925128,29-Jan-20,12:00:00 PM,Slight,258071,662744,Unclassified,Unclass,Greater Glasgow,Glasgow City,
0925217,27-Jan-20,12:00:00 PM,Slight,248106,665923,MOTORWAY,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0925218,29-Jan-20,3:37:00 PM,Slight,298652,676342,Unclassified,Unclass,The Lothians and Scottish Borders,West Lothian,
0925279,28-Jan-20,9:25:00 AM,Slight,316157,646859,B,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
0925291,30-Jan-20,4:25:00 PM,Serious,264992,869692,Unclassified,#NULL!,Highland and Islands,Highland,
0925297,30-Jan-20,6:41:00 PM,Serious,267360,676223,A,A,Greater Glasgow,East Dunbartonshire,
0925299,30-Jan-20,8:30:00 PM,Serious,327022,673732,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
0925303,30-Jan-20,2:35:00 PM,Serious,249424,648475,A,#NULL!,Ayrshire,East Ayrshire,
0925309,30-Jan-20,11:30:00 PM,Slight,257306,657527,Unclassified,A,Greater Glasgow,East Renfrewshire,
0925317,30-Jan-20,10:05:00 PM,Slight,241030,672634,A,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0925348,30-Jan-20,1:00:00 PM,Serious,387628,652467,B,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
0925495,31-Jan-20,9:25:00 AM,Serious,231456,684198,A,Unclass,Argyll and West Dunbartonshire,Argyll & Bute,
0925506,31-Jan-20,8:40:00 AM,Slight,293183,680215,Unclassified,Unclass,Forth Valley,Falkirk,
0925543,31-Jan-20,8:15:00 AM,Slight,266332,672410,Unclassified,#NULL!,Greater Glasgow,East Dunbartonshire,
0925549,21-Jan-20,6:55:00 PM,Slight,247192,663280,B,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
0925636,30-Jan-20,8:58:00 AM,Slight,255039,659634,Unclassified,B,Greater Glasgow,East Renfrewshire,
0925647,30-Jan-20,8:50:00 PM,Slight,291055,647638,A,#NULL!,Lanarkshire,South Lanarkshire,
0925656,31-Jan-20,3:40:00 PM,Serious,323685,667982,A,#NULL!,Edinburgh,City of Edinburgh,
0925676,31-Jan-20,2:06:00 PM,Slight,338739,730918,Unclassified,#NULL!,Tayside,Dundee City,
0925677,31-Jan-20,1:45:00 PM,Serious,276727,656022,A,Unclass,Lanarkshire,North Lanarkshire,
0925686,31-Jan-20,3:15:00 PM,Slight,277666,659013,Unclassified,#NULL!,Lanarkshire,North Lanarkshire,
0925693,31-Jan-20,5:00:00 PM,Slight,328607,675776,A,Unclass,Edinburgh,City of Edinburgh,
0925696,31-Jan-20,5:35:00 PM,Slight,228831,642345,A,#NULL!,Ayrshire,North Ayrshire,
0925715,01-Feb-20,3:50:00 AM,Slight,324564,672104,A,Unclass,Edinburgh,City of Edinburgh,
0925729,12-Jan-20,9:31:00 PM,Slight,256046,860256,A,#NULL!,Highland and Islands,Highland,
0925757,30-Jan-20,9:30:00 AM,Slight,317102,670855,Unclassified,Unclass,Edinburgh,City of Edinburgh,
0925815,31-Jan-20,8:00:00 AM,Slight,257242,657603,A,A,Greater Glasgow,East Renfrewshire,Involving at least 1 x Pedal Cycle
0925839,30-Jan-20,10:08:00 PM,Fatal,278836,659311,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
0925845,01-Feb-20,4:50:00 PM,Slight,325657,736688,A,#NULL!,Tayside,Perth & Kinross,
0925859,01-Feb-20,5:30:00 PM,Serious,288405,594527,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
0925861,01-Feb-20,2:00:00 PM,Slight,226687,675874,Unclassified,#NULL!,Renfrewshire and Inverclyde,Inverclyde,
0925868,01-Feb-20,5:30:00 PM,Slight,256382,662521,Unclassified,B,Greater Glasgow,Glasgow City,
0925878,01-Feb-20,2:40:00 AM,Slight,246093,663515,A,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0925887,02-Feb-20,12:44:00 AM,Slight,129995,850452,A,#NULL!,Highland and Islands,Highland,
0925891,30-Jan-20,7:30:00 AM,Serious,212176,555816,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
0925892,27-Jan-20,7:00:00 AM,Slight,311178,684491,B,C,Fife,Fife,
0925895,01-Feb-20,1:17:00 PM,Slight,251817,667371,Unclassified,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
0925912,02-Feb-20,7:29:00 AM,Slight,244123,638608,Unclassified,Unclass,Ayrshire,East Ayrshire,
0925919,30-Jan-20,7:45:00 AM,Slight,257288,668224,A,#NULL!,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
0925925,01-Feb-20,2:20:00 PM,Serious,286059,681724,A,#NULL!,Forth Valley,Falkirk,
0925944,31-Jan-20,1:00:00 PM,Serious,373757,674840,A,#NULL!,The Lothians and Scottish Borders,East Lothian,
0925946,01-Feb-20,5:50:00 PM,Serious,293771,668325,B,Unclass,The Lothians and Scottish Borders,West Lothian,
0925948,02-Feb-20,12:25:00 PM,Serious,240029,676737,A,#NULL!,Argyll and West Dunbartonshire,West Dunbartonshire,
0925953,31-Jan-20,6:05:00 PM,Slight,322129,671231,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0925978,02-Feb-20,4:45:00 PM,Slight,259478,660684,Unclassified,Unclass,Greater Glasgow,Glasgow City,
0925995,02-Feb-20,10:20:00 PM,Serious,272697,664649,B,Unclass,Lanarkshire,North Lanarkshire,
0926004,27-Jan-20,12:06:00 PM,Slight,278513,881029,A,B,Highland and Islands,Highland,
0926005,31-Jan-20,10:16:00 PM,Serious,234014,622456,A,#NULL!,Ayrshire,South Ayrshire,
0926092,03-Feb-20,8:00:00 AM,Slight,317715,675644,A,Unclass,Edinburgh,City of Edinburgh,
0926166,31-Jan-20,11:22:00 AM,Slight,279977,655336,B,A,Lanarkshire,North Lanarkshire,
0926184,03-Feb-20,9:20:00 AM,Slight,262456,664231,Unclassified,Unclass,Greater Glasgow,Glasgow City,
0926259,03-Feb-20,7:10:00 AM,Slight,237734,623651,B,#NULL!,Ayrshire,South Ayrshire,
0926316,03-Feb-20,8:12:00 AM,Slight,326948,675915,A,A,Edinburgh,City of Edinburgh,
0926369,03-Feb-20,9:20:00 AM,Slight,258018,665626,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
0926419,03-Feb-20,2:16:00 PM,Slight,258251,666602,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
0926438,03-Feb-20,5:20:00 PM,Serious,286436,680624,A,#NULL!,Forth Valley,Falkirk,
0926456,03-Feb-20,6:16:00 PM,Serious,340888,731029,B,Unclass,Tayside,Dundee City,
0926458,03-Feb-20,3:00:00 PM,Slight,335119,734004,A,#NULL!,Tayside,Angus,
0926464,03-Feb-20,9:25:00 PM,Serious,334810,699053,B,#NULL!,Fife,Fife,
0926468,03-Feb-20,11:00:00 PM,Slight,336824,701172,A,#NULL!,Fife,Fife,
0926479,03-Feb-20,9:50:00 AM,Fatal,276366,665258,A,#NULL!,Lanarkshire,North Lanarkshire,
0926704,04-Feb-20,6:45:00 AM,Serious,248989,646663,MOTORWAY,#NULL!,Ayrshire,East Ayrshire,
0926744,04-Feb-20,11:17:00 AM,Slight,319634,672963,Unclassified,Unclass,Edinburgh,City of Edinburgh,
0926766,03-Feb-20,9:30:00 PM,Serious,249962,663316,Unclassified,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0926767,04-Feb-20,8:00:00 AM,Serious,277101,700463,A,#NULL!,Forth Valley,Stirling,
0926823,04-Feb-20,10:40:00 AM,Slight,327749,674263,A,#NULL!,Edinburgh,City of Edinburgh,
0926837,04-Feb-20,10:00:00 AM,Slight,266341,669737,MOTORWAY,A,Lanarkshire,North Lanarkshire,
0926841,04-Feb-20,1:00:00 PM,Slight,227628,676403,Unclassified,Unclass,Renfrewshire and Inverclyde,Inverclyde,
0926864,04-Feb-20,5:46:00 PM,Serious,258704,666977,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
0926866,04-Feb-20,4:33:00 PM,Serious,257687,666829,A,Unclass,Greater Glasgow,Glasgow City,
0926867,24-Jan-20,5:30:00 PM,Serious,379490,857452,A,Unclass,North East,Aberdeenshire,
0926870,31-Jan-20,3:05:00 PM,Slight,327875,692617,Unclassified,#NULL!,Fife,Fife,
0926879,04-Feb-20,9:15:00 PM,Slight,258901,663534,A,#NULL!,Greater Glasgow,Glasgow City,
0926880,31-Jan-20,1:11:00 PM,Slight,327495,691452,B,C,Fife,Fife,
0926883,30-Jan-20,1:18:00 PM,Slight,327141,676710,Unclassified,Unclass,Edinburgh,City of Edinburgh,
0926891,04-Feb-20,10:30:00 PM,Slight,291897,686856,A,A,Forth Valley,Falkirk,
0927015,22-Jan-20,1:10:00 PM,Serious,336395,733157,A,Unclass,Tayside,Dundee City,
0927016,05-Feb-20,7:38:00 AM,Slight,305889,665897,A,#NULL!,The Lothians and Scottish Borders,West Lothian,
0927038,05-Feb-20,7:30:00 AM,Slight,253501,666207,Unclassified,#NULL!,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
0927221,03-Feb-20,6:45:00 PM,Slight,311657,671731,B,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0927238,05-Feb-20,6:00:00 PM,Slight,276337,650902,B,Unclass,Lanarkshire,South Lanarkshire,
0927251,05-Feb-20,7:10:00 PM,Slight,252821,667427,Unclassified,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
0927265,05-Feb-20,9:47:00 PM,Slight,258354,663067,Unclassified,Unclass,Greater Glasgow,Glasgow City,
0927270,05-Feb-20,1:02:00 PM,Slight,288207,659417,Unclassified,B,Lanarkshire,North Lanarkshire,
0927307,05-Feb-20,3:17:00 PM,Slight,393431,807435,Unclassified,Unclass,North East,Aberdeen City,
0927329,29-Jan-20,11:41:00 AM,Serious,370273,643331,B,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
0927341,03-Feb-20,5:25:00 PM,Slight,392216,659695,B,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
0927551,06-Feb-20,8:40:00 AM,Serious,302604,686129,B,#NULL!,Fife,Fife,
0927569,04-Feb-20,4:10:00 PM,Slight,338678,674466,B,#NULL!,The Lothians and Scottish Borders,East Lothian,
0927599,01-Feb-20,10:59:00 PM,Serious,258517,669271,A,#NULL!,Greater Glasgow,Glasgow City,
0927676,04-Feb-20,5:15:00 PM,Slight,259701,956463,Unclassified,#NULL!,Highland and Islands,Highland,
0927692,06-Feb-20,5:00:00 PM,Serious,242315,637958,Unclassified,C,Ayrshire,East Ayrshire,
0927704,06-Feb-20,8:30:00 PM,Fatal,326631,702642,Unclassified,#NULL!,Fife,Fife,
0927724,06-Feb-20,3:07:00 PM,Slight,340421,673043,Unclassified,Unclass,The Lothians and Scottish Borders,East Lothian,
0927786,26-Jan-20,3:00:00 AM,Slight,258875,665632,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
0927851,06-Feb-20,4:00:00 PM,Serious,171597,620993,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
0927978,28-Jan-20,3:54:00 PM,Slight,336530,700251,Unclassified,Unclass,Fife,Fife,
0927985,29-Jan-20,9:30:00 AM,Slight,304044,685918,A,#NULL!,Fife,Fife,
0928005,07-Feb-20,11:52:00 AM,Serious,340289,716497,A,Unclass,Fife,Fife,
0928022,07-Feb-20,9:33:00 AM,Slight,336038,720668,A,C,Fife,Fife,
0928035,07-Feb-20,2:02:00 PM,Slight,248902,663741,Unclassified,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
0928049,28-Jan-20,4:15:00 AM,Slight,82122,855964,A,#NULL!,Highland and Islands,Eilean Siar,
0928057,07-Feb-20,1:55:00 PM,Slight,235049,622518,A,#NULL!,Ayrshire,South Ayrshire,
0928081,07-Feb-20,6:05:00 PM,Slight,281521,655605,A,#NULL!,Lanarkshire,North Lanarkshire,
0928097,07-Feb-20,8:10:00 PM,Slight,260406,666826,A,Unclass,Greater Glasgow,Glasgow City,
0928117,06-Feb-20,6:00:00 PM,Slight,142184,957303,A,#NULL!,Highland and Islands,Eilean Siar,
0928120,07-Feb-20,10:46:00 PM,Serious,318876,674909,B,A,Edinburgh,City of Edinburgh,
0928124,08-Feb-20,12:40:00 AM,Slight,337783,731534,A,Unclass,Tayside,Dundee City,
0928128,07-Feb-20,12:05:00 PM,Slight,297729,668618,Unclassified,Unclass,The Lothians and Scottish Borders,West Lothian,
0928195,08-Feb-20,11:57:00 AM,Slight,294196,678728,A,Unclass,Forth Valley,Falkirk,
0928213,07-Feb-20,5:20:00 PM,Slight,342515,731110,Unclassified,A,Tayside,Dundee City,
0928232,08-Feb-20,2:13:00 PM,Slight,325371,673792,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
0928233,02-Feb-20,1:20:00 PM,Slight,322498,674960,A,Unclass,Edinburgh,City of Edinburgh,
0928240,07-Feb-20,4:45:00 PM,Slight,311569,671134,MOTORWAY,#NULL!,Edinburgh,City of Edinburgh,
0928277,07-Feb-20,11:45:00 PM,Fatal,290202,810940,B,#NULL!,Highland and Islands,Highland,
0928283,07-Feb-20,3:59:00 PM,Slight,271523,658622,A,A,Lanarkshire,North Lanarkshire,
0928290,23-Jan-20,12:45:00 PM,Slight,323749,672542,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0928298,08-Feb-20,7:30:00 PM,Slight,259264,662023,A,Unclass,Greater Glasgow,Glasgow City,
0928299,08-Feb-20,9:40:00 PM,Slight,322240,672075,Unclassified,Unclass,Edinburgh,City of Edinburgh,
0928316,07-Feb-20,10:35:00 AM,Slight,270039,656432,A,#NULL!,Lanarkshire,South Lanarkshire,
0928332,08-Feb-20,1:13:00 PM,Slight,373057,634580,A,A,The Lothians and Scottish Borders,Scottish Borders,Involving at least 1 x Pedal Cycle
0928364,08-Feb-20,5:17:00 PM,Serious,253294,664370,Unclassified,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
0928367,09-Feb-20,1:20:00 PM,Serious,290335,668224,Unclassified,#NULL!,The Lothians and Scottish Borders,West Lothian,
0928374,08-Feb-20,1:54:00 PM,Fatal,379161,797079,B,#NULL!,North East,Aberdeenshire,
0928376,09-Feb-20,4:00:00 PM,Slight,258777,665353,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
0928392,09-Feb-20,2:50:00 PM,Slight,240339,679222,Unclassified,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
0928405,09-Feb-20,6:16:00 PM,Serious,350886,617720,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
0928406,09-Feb-20,8:55:00 PM,Slight,328210,675975,Unclassified,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
0928407,09-Feb-20,7:25:00 PM,Slight,284072,636286,MOTORWAY,#NULL!,Lanarkshire,South Lanarkshire,
